Type,Date,Exercise / Meal,Category / Meal Type,Set Number,Reps,Weight (kg),Duration (hrs),Duration (mins),Total Duration (mins),Calories (kcal),Protein (g),Carbs (g),Fat (g),Sugar (g),Heart Rate (bpm),Foods,Notes,Logged At (UTC)
"Workout","2026-04-28","Tricep Pushdowns","triceps","1","15","26","","","","","","","","","","","",""
"Workout","2026-04-28","Barbell Curls","biceps","1","8","40","","","","","","","","","","","",""
"Workout","2026-04-28","Barbell Curls","biceps","4","8","40","","","","","","","","","","","",""
"Workout","2026-04-28","Barbell Curls","biceps","3","7","40","","","","","","","","","","","",""
"Workout","2026-04-28","Barbell Curls","biceps","2","8","40","","","","","","","","","","","",""
"Workout","2026-04-28","Barbell Curls","biceps","1","10","40","","","","","","","","","","","",""
"Workout","2026-04-28","Bicep Curl","biceps","1","18","18","","","","","","","","","","","",""
"Workout","2026-04-28","Bicep Curl","biceps","4","18","18","","","","","","","","","","","",""
"Workout","2026-04-28","Bicep Curl","biceps","3","16","18","","","","","","","","","","","",""
"Workout","2026-04-28","Bicep Curl","biceps","2","20","16","","","","","","","","","","","",""
"Workout","2026-04-28","Bicep Curl","biceps","1","12","16","","","","","","","","","","","",""
"Nutrition","2026-04-27","Dinner","Dinner","","","","","","","248","5","29","13","25","","120g Ice Cream (Vanilla)","",""
"Nutrition","2026-04-27","Dinner","Dinner","","","","","","","616","4","52","","","","4serving Beer (355ml can)","",""
"Nutrition","2026-04-27","Dinner","Dinner","","","","","","","354","40","19","13","2","","1serving Vietnamese Pho; 1serving Chicken Thigh","",""
"Nutrition","2026-04-27","Lunch","Lunch","","","","","","","392","48","14","14","7","","160g Steak (Sirloin); 100g Carrot; 100g Garden Salad","",""
"Nutrition","2026-04-27","Breakfast","Breakfast","","","","","","","917","49","63","54","23","","3serving Whole Egg; .75serving Croissant; 10g Peanut Butter; 1serving Banana","",""
"Workout","2026-04-27","Sauna","recovery","1","","","","12","12","67","","","","","92","","",""
"Workout","2026-04-27","Ice Bath","recovery","1","","","","2","2","","","","","","94","","",""
"Workout","2026-04-27","Legs","legs","1","1","","","28","28","158","","","","","107","","Da Nang",""
"Workout","2026-04-27","Seated Leg Curls","legs","4","8","55","","","","","","","","","","","",""
"Workout","2026-04-27","Seated Leg Curls","legs","3","8","55","","","","","","","","","","","",""
"Workout","2026-04-27","Seated Leg Curls","legs","2","8","55","","","","","","","","","","","",""
"Workout","2026-04-27","Seated Leg Curls","legs","1","10","55","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Extension","legs","4","10","95","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Extension","legs","3","12","85","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Extension","legs","2","10","85","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Extension","legs","1","12","75","","","","","","","","","","","",""
"Workout","2026-04-27","Calf Raises","legs","2","10","145","","","","","","","","","","","",""
"Workout","2026-04-27","Calf Raises","legs","1","10","145","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Press","legs","4","8","145","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Press","legs","3","12","135","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Press","legs","2","15","105","","","","","","","","","","","",""
"Workout","2026-04-27","Leg Press","legs","1","10","75","","","","","","","","","","","",""
"Workout","2026-04-27","Stretching Routine","stretching","1","","","","6","6","35","","","","","90","","",""
"Workout","2026-04-27","Abs","core","12","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","11","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","10","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","9","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","8","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","7","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","6","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","5","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","4","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","3","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","2","15","","","","","","","","","","","","",""
"Workout","2026-04-27","Abs","core","1","15","","","11","11","66","","","","","113","","",""
"Nutrition","2026-04-26","Dinner","Dinner","","","","","","","2","","","","","","100ml Green Tea","",""
"Nutrition","2026-04-26","Dinner","Dinner","","","","","","","311","6","36","17","32","","150g Ice Cream (Vanilla)","",""
"Nutrition","2026-04-26","Dinner","Dinner","","","","","","","441","66","24","8","","","200g Chicken Breast; 50g Brown Rice (Cooked); 50g Soba Noodles (Cooked)","",""
"Nutrition","2026-04-26","Lunch","Lunch","","","","","","","53","4","10","","2","","50g Broccoli; 50g Mushrooms; 25g Soba Noodles (Cooked)","",""
"Nutrition","2026-04-26","Lunch","Lunch","","","","","","","448","30","31","22","3","","100g White Rice (Cooked); 50g Kimchi; 2serving Whole Egg","",""
"Nutrition","2026-04-26","Lunch","Lunch","","","","","","","518","73","","23","","","250g Steak (Sirloin)","",""
"Nutrition","2026-04-26","Breakfast","Breakfast","","","","","","","98","2","21","","","","75g White Rice (Cooked)","",""
"Nutrition","2026-04-26","Breakfast","Breakfast","","","","","","","89","1","23","","12","","1serving Banana","",""
"Nutrition","2026-04-26","Breakfast","Breakfast","","","","","","","465","39","3","33","3","","3serving Whole Egg","",""
"Workout","2026-04-26","Chest","chest","1","1","","","45","45","314","","","","","112","","",""
"Workout","2026-04-26","Standing Chest Flies","chest","4","10","120","","","","","","","","","","","",""
"Workout","2026-04-26","Standing Chest Flies","chest","3","8","120","","","","","","","","","","","",""
"Workout","2026-04-26","Standing Chest Flies","chest","2","6","120","","","","","","","","","","","",""
"Workout","2026-04-26","Standing Chest Flies","chest","1","10","110","","","","","","","","","","","",""
"Workout","2026-04-26","Fly Machine","chest","4","6","46","","","","","","","","","","","",""
"Workout","2026-04-26","Fly Machine","chest","3","8","40","","","","","","","","","","","",""
"Workout","2026-04-26","Fly Machine","chest","2","10","37","","","","","","","","","","","",""
"Workout","2026-04-26","Fly Machine","chest","1","10","32","","","","","","","","","","","Da Nang",""
"Workout","2026-04-26","Chest Press Wide Machine","chest","4","5","90","","","","","","","","","","","",""
"Workout","2026-04-26","Chest Press Wide Machine","chest","3","7","90","","","","","","","","","","","",""
"Workout","2026-04-26","Chest Press Wide Machine","chest","2","7","90","","","","","","","","","","","",""
"Workout","2026-04-26","Chest Press Wide Machine","chest","1","8","80","","","","","","","","","","","",""
"Workout","2026-04-26","Bench Press","chest","1","4","90","","","","","","","","","","","",""
"Workout","2026-04-26","Bench Press","chest","4","4","90","","","","","","","","","","","",""
"Workout","2026-04-26","Bench Press","chest","3","4","90","","","","","","","","","","","",""
"Workout","2026-04-26","Bench Press","chest","2","8","80","","","","","","","","","","","",""
"Workout","2026-04-26","Bench Press","chest","1","10","60","","","","","","","","","","","",""
"Workout","2026-04-26","Abs","core","4","15","","","","","","","","","","","","",""
"Workout","2026-04-26","Abs","core","3","15","","","","","","","","","","","","",""
"Workout","2026-04-26","Abs","core","2","15","","","","","","","","","","","","",""
"Workout","2026-04-26","Abs","core","1","15","","","6","6","45","","","","","105","","",""
"Workout","2026-04-26","Stretching Routine","stretching","1","","","","5","5","20","","","","","105","","",""
"Workout","2026-04-24","Arms","biceps","1","1","","","25","25","201","","","","","123","","Pinky",""
"Workout","2026-04-24","Pull-ups","back","2","7","","","","","","","","","","","","",""
"Workout","2026-04-24","Pull-ups","back","1","10","","","","","","","","","","","","",""
"Workout","2026-04-24","Tricep Pulldowns","triceps","1","12","30","","","","","","","","","","","",""
"Workout","2026-04-24","Tricep Pulldowns","triceps","3","12","30","","","","","","","","","","","",""
"Workout","2026-04-24","Tricep Pulldowns","triceps","2","12","30","","","","","","","","","","","",""
"Workout","2026-04-24","Tricep Pulldowns","triceps","1","12","30","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl Machine","biceps","4","7","30","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl Machine","biceps","3","7","30","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl Machine","biceps","2","8","30","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl Machine","biceps","1","8","30","","","","","","","","","","","",""
"Workout","2026-04-24","Overhead Tricep Extension","triceps","4","13","45","","","","","","","","","","","",""
"Workout","2026-04-24","Overhead Tricep Extension","triceps","3","15","45","","","","","","","","","","","",""
"Workout","2026-04-24","Overhead Tricep Extension","triceps","2","6","45","","","","","","","","","","","",""
"Workout","2026-04-24","Overhead Tricep Extension","triceps","1","20","40","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl","biceps","5","16","15","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl","biceps","4","15","15","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl","biceps","3","15","15","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl","biceps","2","15","15","","","","","","","","","","","",""
"Workout","2026-04-24","Bicep Curl","biceps","1","15","15","","","","","","","","","","","",""
"Nutrition","2026-04-23","Dinner","Dinner","","","","","","","218","21","29","3","3","","1.5serving Vietnamese Pho","",""
"Nutrition","2026-04-23","Lunch","Lunch","","","","","","","120","2","30","","28","","2serving Mango","",""
"Nutrition","2026-04-23","Lunch","Lunch","","","","","","","799","58","45","44","3","","200g Beef Patty; 50g Burger Bun; 50g French Fries","",""
"Nutrition","2026-04-23","Breakfast","Breakfast","","","","","","","399","14","47","17","25","","50g Dragon Fruit; .5serving Croissant; 2serving Tomato; 2serving Cappuccino","",""
"Nutrition","2026-04-23","Breakfast","Breakfast","","","","","","","388","33","3","28","3","","2.5serving Whole Egg","",""
"Workout","2026-04-23","Run","cardio","1","","","","23","23","351","","","","","169","","2.5 miles. Mile 1 - 8 min. Mile 2 - 8:23",""
"Nutrition","2026-04-22","Dinner","Dinner","","","","","","","159","5","29","2","3","",".6serving White Bread","",""
"Nutrition","2026-04-22","Dinner","Dinner","","","","","","","40","","7","","","","50g Dragon Fruit","",""
"Nutrition","2026-04-22","Dinner","Dinner","","","","","","","130","3","28","","","","100g White Rice (Cooked)","",""
"Nutrition","2026-04-22","Dinner","Dinner","","","","","","","209","26","","11","","","100g Chicken Thigh","",""
"Nutrition","2026-04-22","Lunch","Lunch","","","","","","","100","5","20","","10","","5serving Garden Salad","",""
"Nutrition","2026-04-22","Lunch","Lunch","","","","","","","248","47","","5","","","150g Chicken Breast","",""
"Nutrition","2026-04-22","Lunch","Lunch","","","","","","","203","4","23","11","5","",".5serving Croissant","",""
"Nutrition","2026-04-22","Lunch","Lunch","","","","","","","105","13","","6","","","50g Chicken Thigh","",""
"Nutrition","2026-04-22","Lunch","Lunch","","","","","","","65","2","14","","","","50g White Rice (Cooked)","",""
"Nutrition","2026-04-22","Breakfast","Breakfast","","","","","","","80","4","8","3","7","","1serving Cappuccino","",""
"Nutrition","2026-04-22","Breakfast","Breakfast","","","","","","","372","11","55","13","10","","1.2serving Waffles","",""
"Nutrition","2026-04-22","Breakfast","Breakfast","","","","","","","115","23","3","2","2","","31g Whey Protein Powder","",""
"Nutrition","2026-04-22","Breakfast","Breakfast","","","","","","","340","6","56","11","30","","1serving Acai Bowl","",""
"Nutrition","2026-04-21","Dinner","Dinner","","","","","","","25","","15","","15","","50ml Vitamin C Drink","",""
"Nutrition","2026-04-21","Supplements","Supplements","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-21","Dinner","Dinner","","","","","","","227","18","26","6","","","100g Brown Rice (Cooked); 50g Steak (Sirloin)","",""
"Nutrition","2026-04-21","Dinner","Dinner","","","","","","","218","21","29","3","3","","1.5serving Vietnamese Pho","",""
"Nutrition","2026-04-21","Dinner","Dinner","","","","","","","145","20","","6","","","70g Steak (Sirloin)","",""
"Nutrition","2026-04-21","Lunch","Lunch","","","","","","","488","8","58","24","46","","1serving Snickers Bar","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","247","10","41","4","5","","100g Whole Wheat Bread","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","234","18","3","15","","","3serving Boiled Egg","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","","","","","","","5g Coconut","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","39","1","3","2","","","8g Chia Seeds","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","47","1","6","2","2","","10g Granola","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","71","6","5","","5","","120g Greek Yogurt (Plain)","",""
"Nutrition","2026-04-21","Breakfast","Breakfast","","","","","","","115","23","3","2","2","","31g Whey Protein Powder","",""
"Nutrition","2026-04-20","Snack","Snack","","","","","","","80","","18","","16","","140ml Vitamin C Drink","",""
"Nutrition","2026-04-20","Supplements","Supplements","","","","","","","250","","60","","58","","1000ml Pocari Sweat","",""
"Nutrition","2026-04-20","Dinner","Dinner","","","","","","","130","3","28","","","","100g White Rice (Cooked)","",""
"Nutrition","2026-04-20","Dinner","Dinner","","","","","","","621","87","","27","","","300g Steak (Sirloin)","",""
"Nutrition","2026-04-20","Dinner","Dinner","","","","","","","","","","","","","7g Creatine; 5g Glutamine","",""
"Nutrition","2026-04-20","Lunch","Lunch","","","","","","","78","6","1","5","","","1serving Boiled Egg","",""
"Nutrition","2026-04-20","Lunch","Lunch","","","","","","","207","29","","9","","","100g Steak (Sirloin)","",""
"Nutrition","2026-04-20","Lunch","Lunch","","","","","","","123","3","26","1","","","100g Brown Rice (Cooked)","",""
"Nutrition","2026-04-20","Lunch","Lunch","","","","","","","218","21","29","3","3","","1.5serving Vietnamese Pho","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","99","5","16","2","2","",".4serving Whole Wheat Bread","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","340","28","2","24","","","2serving Scrambled Eggs (2)","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","49","2","4","3","","","10g Chia Seeds","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","71","2","10","3","3","","15g Granola","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","89","6","6","","6","","1.5serving Greek Yogurt (Plain)","",""
"Nutrition","2026-04-20","Breakfast","Breakfast","","","","","","","115","23","3","2","2","","31g Whey Protein Powder","",""
"Workout","2026-04-20","Massage Gun","recovery","1","","","","10","10","","","","","","","","",""
"Workout","2026-04-20","Pickleball","pickleball","1","","","2","53","173","1420","","","","","115","","Sick",""
"Nutrition","2026-04-19","Dinner","Dinner","","","","","","","212","7","17","14","5","","20g Granola; 20g Peanut Butter","",""
"Nutrition","2026-04-19","Dinner","Dinner","","","","","","","89","1","23","","12","","1serving Banana","",""
"Nutrition","2026-04-19","Dinner","Dinner","","","","","","","146","5","13","9","","","30g Chia Seeds","",""
"Nutrition","2026-04-19","Lunch","Lunch","","","","","","","80","4","8","3","7","","1serving Cappuccino","",""
"Nutrition","2026-04-19","Dinner","Dinner","","","","","","","60","1","15","","14","","100g Mango","",""
"Nutrition","2026-04-19","Supplements","Supplements","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-19","Dinner","Dinner","","","","","","","115","23","3","2","2","","31g Whey Protein Powder","",""
"Nutrition","2026-04-19","Breakfast","Breakfast","","","","","","","400","20","52","12","8","","2serving Pad Thai","",""
"Nutrition","2026-04-19","Breakfast","Breakfast","","","","","","","80","4","8","3","7","","1serving Cappuccino","",""
"Nutrition","2026-04-19","Breakfast","Breakfast","","","","","","","230","8","32","8","14","","1serving French Toast","",""
"Nutrition","2026-04-19","Breakfast","Breakfast","","","","","","","255","21","2","18","","","1.5serving Scrambled Eggs (2)","",""
"Nutrition","2026-04-18","Dinner","Dinner","","","","","","","250","","8","","","","2serving Wine","",""
"Nutrition","2026-04-18","Dinner","Dinner","","","","","","","280","5","40","8","","","1serving Ice cream","",""
"Nutrition","2026-04-18","Breakfast","Breakfast","","","","","","","43","10","","1","","",".5serving Shrimp","",""
"Nutrition","2026-04-18","Dinner","Dinner","","","","","","","131","5","25","1","1","","1serving Pasta (Cooked)","",""
"Nutrition","2026-04-18","Breakfast","Breakfast","","","","","","","123","3","26","1","","","1serving Brown Rice (Cooked)","",""
"Nutrition","2026-04-18","Lunch","Lunch","","","","","","","85","20","","1","","","1serving Shrimp","",""
"Nutrition","2026-04-18","Lunch","Lunch","","","","","","","300","3","35","15","","","1serving Donut","",""
"Nutrition","2026-04-18","Lunch","Lunch","","","","","","","400","8","85","25","","","200g Popcorn","",""
"Nutrition","2026-04-18","Breakfast","Breakfast","","","","","","","80","4","8","3","7","","1serving Cappuccino","",""
"Nutrition","2026-04-18","Breakfast","Breakfast","","","","","","","94","2","13","4","4","","20g Granola","",""
"Nutrition","2026-04-18","Breakfast","Breakfast","","","","","","","74","13","5","","5","","125g Greek Yogurt (Plain)","",""
"Nutrition","2026-04-18","Breakfast","Breakfast","","","","","","","350","35","3","30","","","2.5serving Scrambled Eggs (2)","",""
"Nutrition","2026-04-17","Dinner","Dinner","","","","","","","250","5","35","7","","","1serving Ice cream","",""
"Nutrition","2026-04-17","Dinner","Dinner","","","","","","","210","8","41","2","5","","1.5serving Sushi Roll","",""
"Nutrition","2026-04-17","Lunch","Lunch","","","","","","","80","4","8","3","7","","1serving Cappuccino","",""
"Nutrition","2026-04-17","Lunch","Lunch","","","","","","","828","116","","36","","","400g Steak (Sirloin)","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","60","1","5","4","2","","10g Dark Chocolate","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","80","4","8","3","7","","1serving Cappuccino","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","146","15","7","8","","","75g Tempeh","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","340","28","2","24","","","2serving Scrambled Eggs (2)","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","59","3","2","5","1","","10g Peanut Butter","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","70","4","3","","3","","75g Greek Yogurt (Plain)","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","118","24","3","2","2","","32g Whey Protein Powder","",""
"Nutrition","2026-04-17","Breakfast","Breakfast","","","","","","","","","","","","","7g Creatine; 5g Glutamine","",""
"Workout","2026-04-17","Chest","chest","1","1","","","41","41","378","","","","","124","","",""
"Workout","2026-04-17","Fly Machine","chest","4","6","105","","","","","","","","","","","",""
"Workout","2026-04-17","Fly Machine","chest","3","7","105","","","","","","","","","","","",""
"Workout","2026-04-17","Fly Machine","chest","2","8","105","","","","","","","","","","","",""
"Workout","2026-04-17","Fly Machine","chest","1","10","95","","","","","","","","","","","",""
"Workout","2026-04-17","Tricep Dips","chest","4","8","20","","","","","","","","","","","",""
"Workout","2026-04-17","Tricep Dips","chest","3","8","20","","","","","","","","","","","",""
"Workout","2026-04-17","Tricep Dips","chest","2","8","20","","","","","","","","","","","",""
"Workout","2026-04-17","Tricep Dips","chest","1","15","","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Machine","chest","4","6","120","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Machine","chest","3","6","120","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Machine","chest","2","7","120","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Machine","chest","1","8","110","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Incline Machine","chest","4","4","100","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Incline Machine","chest","3","4","100","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Incline Machine","chest","2","8","80","","","","","","","","","","","",""
"Workout","2026-04-17","Bench Press Incline Machine","chest","1","10","60","","","","","","","","","","","",""
"Workout","2026-04-17","Stretching Routine","stretching","1","","","","5","5","20","","","","","103","","",""
"Workout","2026-04-17","Abs","core","4","15","","","","","","","","","","","","",""
"Workout","2026-04-17","Abs","core","3","15","","","","","","","","","","","","",""
"Workout","2026-04-17","Abs","core","2","15","","","","","","","","","","","","",""
"Workout","2026-04-17","Abs","core","1","15","","","8","8","61","","","","","103","","",""
"Nutrition","2026-04-16","Dinner","Dinner","","","","","","","89","1","23","","12","","1serving Banana","",""
"Nutrition","2026-04-16","Dinner","Dinner","","","","","","","11","2","2","","1","","50g Mushrooms","",""
"Nutrition","2026-04-16","Dinner","Dinner","","","","","","","146","15","7","8","","","75g Tempeh","",""
"Nutrition","2026-04-16","Dinner","Dinner","","","","","","","31","2","7","","3","","100g Green Beans","",""
"Nutrition","2026-04-16","Supplements","Supplements","","","","","","","","","","","","","8g Creatine","",""
"Nutrition","2026-04-16","Dinner","Dinner","","","","","","","209","26","","11","","","1serving Chicken Thigh","",""
"Nutrition","2026-04-16","Lunch","Lunch","","","","","","","250","4","32","12","25","","50g Snickers","",""
"Nutrition","2026-04-16","Lunch","Lunch","","","","","","","120","2","30","","28","","2serving Mango","",""
"Nutrition","2026-04-16","Lunch","Lunch","","","","","","","133","5","25","2","3","","50g Pita","",""
"Nutrition","2026-04-16","Lunch","Lunch","","","","","","","156","2","21","8","","","50g French Fries","",""
"Nutrition","2026-04-16","Lunch","Lunch","","","","","","","198","37","","4","","","120g Chicken Breast","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","195","20","9","11","","","100g Tempeh","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","310","26","2","22","2","","2serving Whole Egg","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","","","","","","","6g Glutamine","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","","","","","","","8g Creatine","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","49","2","4","3","","","10g Chia Seeds","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","44","8","3","","3","","75g Greek Yogurt (Plain)","",""
"Nutrition","2026-04-16","Breakfast","Breakfast","","","","","","","115","24","3","2","2","","31g Whey Protein Powder","",""
"Nutrition","2026-04-15","Supplements","Supplements","","","","","","","","","","","","","5g Glutamine","",""
"Nutrition","2026-04-15","Supplements","Supplements","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","147","6","5","13","2","","25g Peanut Butter","",""
"Nutrition","2026-04-15","Dinner","Dinner","","","","","","","44","8","3","","3","",".75serving Greek Yogurt (Plain)","",""
"Nutrition","2026-04-15","Supplements","Supplements","","","","","","","115","24","4","2","2","","31g Whey Protein Powder","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","17","2","4","","1","","50g Broccoli","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","312","3","41","15","","","100g French Fries","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","314","39","","17","","","150g Chicken Thigh","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","414","58","","18","","","200g Steak (Sirloin)","",""
"Nutrition","2026-04-15","Lunch","Lunch","","","","","","","300","15","33","9","","","1serving Dumplings","",""
"Nutrition","2026-04-15","Lunch","Lunch","","","","","","","4","1","1","","","","20g Mushrooms","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","265","9","49","3","5","","1serving White Bread","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","465","39","3","33","3","","3serving Whole Egg","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","59","10","4","","4","","1serving Greek Yogurt (Plain)","",""
"Nutrition","2026-04-15","Breakfast","Breakfast","","","","","","","56","12","2","1","1","","15g Whey Protein Powder","",""
"Workout","2026-04-15","Massage Gun","recovery","1","","","","10","10","","","","","","","","",""
"Workout","2026-04-15","Pickleball","pickleball","1","","","2","50","170","1213","","","","","105","","",""
"Workout","2026-04-15","Shoulders","shoulders","1","1","","","21","21","150","","","","","109","","",""
"Workout","2026-04-15","Shoulder Press Assisted Machine","shoulders","4","6","57.5","","","","","","","","","","","",""
"Workout","2026-04-15","Shoulder Press Assisted Machine","shoulders","3","6","57.5","","","","","","","","","","","",""
"Workout","2026-04-15","Shoulder Press Assisted Machine","shoulders","2","6","57.5","","","","","","","","","","","",""
"Workout","2026-04-15","Shoulder Press Assisted Machine","shoulders","1","10","45","","","","","","","","","","","",""
"Workout","2026-04-15","Lat Raises Machine","shoulders","1","5","65","","","","","","","","","","","",""
"Workout","2026-04-15","Lat Raises Machine","shoulders","4","6","65","","","","","","","","","","","",""
"Workout","2026-04-15","Lat Raises Machine","shoulders","3","6","65","","","","","","","","","","","",""
"Workout","2026-04-15","Lat Raises Machine","shoulders","2","10","55","","","","","","","","","","","",""
"Workout","2026-04-15","Lat Raises Machine","shoulders","1","10","45","","","","","","","","","","","",""
"Workout","2026-04-15","Stretching Routine","stretching","1","","","","17","17","124","","","","","106","","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","","","","","","","7g Creatine","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","131","5","25","15","10","","100g Pasta (Cooked)","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","155","13","1","11","1","","1serving Whole Egg","",""
"Nutrition","2026-04-14","Dinner","Dinner","","","","","","","414","58","","18","","","200g Steak (Sirloin)","",""
"Nutrition","2026-04-14","Lunch","Lunch","","","","","","","30","1","8","","7","","50g Mango","",""
"Nutrition","2026-04-14","Lunch","Lunch","","","","","","","130","3","28","","","","100g White Rice (Cooked)","",""
"Nutrition","2026-04-14","Lunch","Lunch","","","","","","","100","21","","2","","","100g Chicken Breast","",""
"Nutrition","2026-04-14","Lunch","Lunch","","","","","","","165","31","","3","","","150g Chicken Breast","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","247","13","41","4","5","","1serving Whole Wheat Bread","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","310","26","2","22","2","","2serving Whole Egg","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","","","","","","","5g Creatine","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","118","8","8","","8","","2serving Greek Yogurt (Plain)","",""
"Nutrition","2026-04-14","Breakfast","Breakfast","","","","","","","126","24","4","2","2","","31g Whey Protein Powder","",""
"Workout","2026-04-14","Ice Bath","recovery","1","","","","2","2","","","","","","","","",""
"Workout","2026-04-14","Sauna","recovery","1","","","","12","12","105","","","","","115","","",""
"Workout","2026-04-14","Legs","legs","1","1","","1","9","69","497","","","","","107","","",""
"Workout","2026-04-14","Calf Raises","legs","4","15","75","","","","","","","","","","","",""
"Workout","2026-04-14","Calf Raises","legs","3","15","70","","","","","","","","","","","",""
"Workout","2026-04-14","Calf Raises","legs","2","15","60","","","","","","","","","","","",""
"Workout","2026-04-14","Calf Raises","legs","1","15","40","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Adductors","legs","4","10","40","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Adductors","legs","3","10","40","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Adductors","legs","2","12","35","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Adductors","legs","1","12","35","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Abductor Machine","legs","4","10","72.5","","","","","","","","","","","",""
"Workout","2026-04-14","Hip Abductor Machine","legs","3","10","72.5","","","","","","","","","","","",""
